 isotope, frequency, intensity, einstein_a, air_halfwidth, self_halfwidth, lower_energy, t_exponent, p_shift
1,12160.0574,1.40E-26,0.0001489,0.0949,0.4,275.497,0.73,-0.011063
1,12160.2933,8.64E-27,0.00476,0.0601,0.4,1293.0183,0.47,-0.022792
4,12160.4303,7.93E-29,0.001137,0.087,0.46,265.2362,0,0
1,12160.6633,4.38E-26,0.001427,0.0585,0.35,888.5989,0.3,-0.017153
2,12160.9203,6.37E-26,0.04651,0.1009,0.423,23.7549,0.71,-0.009496
1,12160.9725,1.35E-26,0.0001811,0.0813,0.4,416.2087,0.58,-0.007355
1,12161.1376,7.21E-26,0.0008263,0.0904,0.45,383.8425,0.71,-0.015316
1,12161.224,9.39E-27,0.0001732,0.0468,0.4,742.0764,0.25,-0.02028
1,12161.2649,1.40E-25,0.0108,0.034,0.391,1114.55,-0.2,-0.024407
1,12162.5358,1.06E-25,0.0005817,0.1014,0.48,70.0908,0.79,-0.011482
1,12163.1666,5.64E-26,0.003254,0.0783,0.4,1006.1161,0.56,-0.022374
1,12163.4862,9.99E-27,1.76E-05,0.0918,0.4,224.8384,0.63,-0.007681
1,12163.5895,3.54E-26,0.0003071,0.0955,0.4,285.2193,0.81,-0.019069
1,12164.0399,1.51E-26,0.000428,0.0797,0.4,885.6003,0.53,-0.017021
1,12164.5811,8.91E-26,0.0001496,0.0947,0.35,173.3658,0.76,-0.012615
1,12164.7341,7.83E-26,0.0007615,0.0785,0.3,610.3412,0.58,-0.018941
1,12164.9039,1.52E-23,0.02912,0.1005,0.488,79.4964,0.74,-0.01169
1,12165.7813,8.48E-27,0.000377,0.0797,0.4,888.5989,0.6,-0.020349
1,12166.3055,1.63E-26,0.1452,0.065,0.4,2042.7533,0.18,-0.023621
1,12166.4931,1.23E-26,0.0007844,0.028,0.4,1114.55,-0.05,-0.025801
1,12166.5988,2.83E-25,0.01442,0.0828,0.45,1006.1161,0.69,-0.012748
1,12166.6604,4.42E-26,0.002923,0.0625,0.35,1059.8356,0.41,-0.021111
3,12166.8586,5.47E-28,0.01072,0.0909,0.484,551.6094,0.69,-0.014705
1,12167.3556,2.65E-26,0.002593,0.0702,0.35,888.6327,0.49,-0.023316
2,12167.5187,6.09E-26,0.04864,0.0995,0.408,42.0234,0.67,-0.017348
1,12167.7553,3.71E-26,0.0002731,0.078,0.534,552.9114,0.52,-0.010868
1,12169.0961,7.73E-27,0.07811,0.0804,0.4,2004.8158,0.56,-0.01956
1,12169.1651,7.32E-27,7.45E-05,0.0825,0.4,648.9788,0.66,-0.020283
1,12169.2071,7.57E-26,0.0003543,0.1035,0.544,37.1371,0.79,-0.026
1,12169.3656,2.11E-25,0.001254,0.0916,0.659,508.8121,0.72,-0.009
1,12170.0078,5.61E-26,0.00183,0.0714,0.35,888.5989,0.63,-0.01874
1,12170.3847,1.37E-24,0.0184,0.0927,0.468,416.2087,0.73,-0.012759
1,12170.513,7.13E-27,0.00013,0.0897,0.4,542.9058,0.75,-0.007002
1,12170.5678,5.51E-27,0.001277,0.0562,0.4,1114.5323,0.49,-0.022938
4,12170.7075,1.99E-29,0.001574,0.0419,0.22,615.9688,0,0
4,12170.7075,1.99E-29,0.001574,0.045,0.22,615.9688,0,0
1,12171.2172,9.03E-26,0.0001237,0.0986,0.5,79.4964,0.82,-0.005755
1,12171.3564,2.20E-25,0.0003981,0.0962,0.394,136.7617,0.8,-0.010905
1,12171.5241,1.49E-26,0.009196,0.0511,0.4,1581.3362,0.09,-0.030697
1,12172.1194,8.11E-27,0.001071,0.07,0.4,1201.9216,0.58,-0.015101
4,12172.3812,2.69E-29,0.0002685,0.0915,0.416,156.3822,0,0
3,12172.4221,3.54E-27,0.04438,0.0998,0.468,36.9311,0.75,-0.011868
1,12172.9366,2.86E-27,0.0002278,0.0798,0.3,816.6943,0.59,-0.020386
2,12173.1213,8.70E-26,0.05946,0.0961,0.475,78.9887,0.74,-0.01359
1,12173.2168,1.92E-25,0.0003444,0.101,0.53,134.9016,0.79,-0.016042
3,12173.223,4.64E-28,0.001702,0.0957,0.457,79.2273,0.79,-0.015332
1,12173.3118,3.78E-26,0.0003133,0.0946,0.4,275.497,0.83,-0.007398
1,12173.765,7.28E-24,0.04745,0.1045,0.444,0,0.76,-0.015154
3,12174.2678,2.82E-27,0.01105,0.1016,0.468,23.7735,0.81,-0.008347
1,12174.3334,3.40E-26,0.0002171,0.0766,0.5,552.9114,0.44,-0.022762
1,12174.7169,9.51E-27,0.0001358,0.0544,0.4,744.1627,0.53,-0.017215
1,12175.1164,1.85E-25,0.002603,0.0782,0.48,610.3412,0.51,-0.015411
1,12175.203,8.77E-27,0.01998,0.038,0.4,1810.5881,0.03,-0.021633
3,12175.2244,1.58E-27,0.009126,0.0994,0.439,224.3042,0.7,-0.014735
1,12175.2319,6.14E-26,0.0003897,0.0986,0.5,446.5107,0.74,-0.019509
1,12175.434,8.72E-27,0.1342,0.0566,0.4,2180.6428,0.04,-0.024138
1,12175.4925,1.33E-25,0.0002877,0.095,0.5,173.3658,0.8,-0.009286
1,12175.5715,6.75E-26,0.0002789,0.0944,0.5,399.4575,0.83,-0.010269
4,12176.3084,8.55E-29,0.001708,0.087,0.445,362.5071,0,0
1,12176.4397,1.75E-24,0.01141,0.1095,0.59,0,0.81,-0.009568
1,12176.4878,6.52E-26,0.00275,0.0795,0.3,610.1145,0.59,-0.018113
1,12176.7631,2.44E-26,0.0001656,0.0914,0.4,275.497,0.73,-0.010995
1,12176.983,2.18E-26,0.004788,0.0551,0.35,1080.3855,0.13,-0.034205
3,12176.9936,1.20E-26,0.04708,0.1009,0.423,23.7735,0.71,-0.009496
1,12177.1025,1.39E-26,0.0009209,0.0646,0.4,1059.8356,0.41,-0.024807
1,12177.152,6.23E-27,0.0002558,0.0724,0.4,709.6082,0.44,-0.015604
2,12177.3525,2.72E-26,0.0534,0.0975,0.447,69.9274,0.73,-0.011288
1,12177.4183,2.87E-26,0.0008382,0.0884,0.35,610.1145,0.8,-0.017451
1,12177.5792,2.72E-24,0.01518,0.1019,0.47,142.2785,0.74,-0.013887
1,12178.1987,6.78E-27,0.1382,0.0924,0.4,1922.9011,0.8,-0.01805
1,12178.2624,2.43E-26,0.001261,0.0773,0.35,757.7802,0.55,-0.024806
1,12178.4154,9.11E-27,0.0003231,0.0847,0.4,931.2372,0.68,-0.021984
1,12178.9133,4.43E-26,0.03876,0.0395,0.4,1590.6903,0.03,-0.02669
4,12179.0262,6.62E-29,0.001007,0.09,0.44,306.3148,0,0
1,12179.0832,1.65E-26,0.003812,0.0829,0.35,1360.2355,0.72,-0.024136
1,12180.058,3.01E-26,0.002401,0.091,0.35,816.6943,0.69,-0.016645
1,12180.0977,2.53E-26,0.009627,0.0807,0.3,1216.2314,0.59,-0.022008
1,12180.5014,2.32E-26,0.0001443,0.1018,0.4,95.1759,0.77,-0.01366
1,12181.702,9.20E-26,0.006698,0.0553,0.35,1079.0797,0.04,-0.026443
1,12181.7529,1.41E-25,0.05398,0.0407,0.225,1394.8145,0.08,-0.028441
1,12183.0221,7.94E-27,0.0001674,0.0939,0.4,542.9058,0.77,-0.01675
1,12183.3188,3.44E-27,0.0001157,0.0857,0.4,920.1685,0.49,-0.028581
1,12183.3721,6.90E-27,0.05801,0.0883,0.4,2000.8632,0.63,-0.014324
3,12183.737,1.13E-26,0.04858,0.0995,0.408,42.187,0.67,-0.017348
2,12184.1762,3.65E-26,0.03257,0.0944,0.455,133.4758,0.68,-0.015851
1,12184.5344,2.82E-26,0.0001806,0.0977,0.4,222.0527,0.76,-0.015397
1,12184.645,1.71E-24,0.01262,0.0909,0.484,552.9114,0.69,-0.014705
1,12185.0873,1.14E-26,0.0003729,0.051,0.4,888.5989,0.2,-0.022955
1,12186.0561,1.93E-26,6.76E-05,0.0868,0.4,399.4575,0.68,-0.005288
1,12186.4758,8.28E-27,0.06965,0.0899,0.4,2000.8632,0.68,-0.012381
1,12186.7778,2.41E-26,0.00319,0.0707,0.4,1201.9216,0.44,-0.016311
1,12187.0187,6.14E-26,0.004074,0.0541,0.35,1059.8356,0.32,-0.023899
1,12187.0888,4.54E-27,0.07219,0.0719,0.4,2161.2859,0.31,-0.022868
1,12188.2281,4.01E-26,0.0001405,0.0885,0.45,399.4575,0.68,-0.009613
2,12188.2923,3.08E-26,0.06675,0.0911,0.455,141.568,0.63,-0.016263
1,12188.6531,3.86E-26,0.001371,0.0781,0.33,931.2372,0.58,-0.022284
1,12188.8659,1.06E-26,0.0003017,0.0632,0.4,885.6003,0.34,-0.012821
2,12189.3278,1.41E-26,0.03802,0.0966,0.464,134.7831,0.74,-0.01355
3,12189.4022,1.73E-26,0.06366,0.0961,0.475,79.2274,0.74,-0.01359
1,12189.4842,2.24E-25,0.007542,0.0577,0.353,920.1685,-0.09,-0.031831
1,12189.9289,5.87E-27,0.0004549,0.0729,0.3,1114.55,0.61,-0.032242
1,12189.9389,7.53E-27,0.001904,0.0788,0.3,1131.7758,0.67,-0.025706
2,12190.1553,2.29E-26,0.05084,0.0946,0.364,94.7886,0.72,-0.016972
1,12190.294,2.72E-25,0.0003737,0.0957,0.457,79.4964,0.79,-0.015332
1,12190.4332,9.36E-27,0.004327,0.0607,0.3,1255.9117,0.38,-0.016804
1,12190.7441,1.08E-23,0.05073,0.0998,0.469,37.1371,0.75,-0.011868
2,12191.2414,9.61E-26,0.06771,0.0933,0.461,136.3366,0.71,-0.012445
1,12191.7184,2.25E-25,0.001938,0.0903,0.4,508.8121,0.68,-0.019163
1,12191.7841,5.39E-24,0.007911,0.1016,0.378,23.7944,0.81,-0.008347
3,12192.0052,2.52E-28,0.005867,0.0952,0.57,325.8802,0.63,-0.017145
1,12192.3443,4.59E-26,0.007049,0.0595,0.35,1255.1669,0.23,-0.019244
1,12192.5115,1.87E-25,0.0007135,0.0927,0.559,382.5169,0.81,-0.015314
1,12192.9576,1.01E-26,0.002011,0.0752,0.3,1059.6469,0.66,-0.014921
1,12193.2465,4.54E-24,0.009839,0.0994,0.473,224.8384,0.7,-0.014735
1,12193.4353,2.87E-26,0.01009,0.0741,0.3,1446.1284,0.53,-0.026853
3,12193.6719,5.89E-27,0.06221,0.0975,0.447,70.0047,0.73,-0.011288
1,12194.0378,1.19E-26,6.20E-05,0.0898,0.3,446.5107,0.83,-0.014484
2,12194.0788,4.72E-27,0.006779,0.0902,0.412,324.0467,0.52,-0.01005
1,12194.7903,1.62E-25,0.002258,0.0919,0.498,648.9788,0.75,-0.011992
1,12195.1908,4.10E-23,0.06021,0.1009,0.423,23.7944,0.71,-0.009496
4,12196.0442,6.09E-29,0.001851,0.086,0.415,473.9177,0,0
1,12197.2473,1.06E-26,0.0003852,0.0644,0.3,709.6082,0.25,-0.023934
3,12198.0642,9.68E-28,0.004713,0.1008,0.457,136.5376,0.73,-0.010772
1,12198.0771,7.17E-27,3.75E-05,0.0867,0.3,447.2524,0.64,-0.016534
1,12198.6971,1.01E-26,0.0001851,0.0796,0.4,542.9058,0.57,-0.01149
1,12199.4295,8.71E-27,0.003567,0.0687,0.4,1477.2976,0.3,-0.026497
1,12199.7218,5.43E-26,0.001831,0.0799,0.388,920.1685,0.52,-0.015118
1,12199.9499,1.06E-26,0.1157,0.0924,0.4,2053.9688,0.81,-0.019339
3,12200.019,2.67E-28,0.01152,0.0599,0.257,742.4908,0.03,-0.029763
1,12200.2858,1.18E-25,0.0007019,0.1123,0.5,206.3014,0.77,-0.011997
3,12200.4646,6.96E-27,0.03348,0.0944,0.455,134.1453,0.68,-0.015851
1,12200.5026,4.65E-26,0.0001345,0.0909,0.4,325.3479,0.68,-0.014714
1,12201.0012,1.84E-25,0.005946,0.0732,0.45,885.6003,0.35,-0.024496
1,12201.1547,2.38E-25,0.009809,0.0851,0.519,709.6082,0.63,-0.006
2,12201.7566,6.48E-26,0.05725,0.0842,0.439,223.8285,0.49,-0.01701
1,12202.0285,3.13E-23,0.05037,0.0995,0.408,42.3717,0.67,-0.017348
2,12202.7501,1.68E-26,0.04961,0.0906,0.466,204.7559,0.62,-0.016314
3,12202.9272,3.02E-28,0.005197,0.1066,0.413,221.6208,0.65,-0.00848
1,12203.2968,8.92E-26,0.002686,0.0691,0.577,488.1342,0.53,-0.014523
2,12203.3874,2.46E-26,0.0644,0.089,0.461,221.234,0.57,-0.014043
1,12203.5346,1.93E-26,0.0001427,0.0843,0.5,326.6255,0.55,-0.007432
1,12203.6048,2.75E-25,0.00276,0.0805,0.395,488.1077,0.55,-0.020288
3,12204.6097,5.09E-27,0.05937,0.0911,0.455,141.9024,0.63,-0.016263
1,12204.8526,7.66E-26,0.001324,0.0906,0.4,756.7249,0.77,-0.010913
1,12205.103,3.16E-25,0.001247,0.0966,0.335,70.0908,0.79,-0.009881
3,12205.5551,2.39E-27,0.03476,0.0966,0.464,135.4312,0.74,-0.01355
1,12205.9556,8.77E-27,0.004064,0.0647,0.4,1255.9117,0.33,-0.019204
3,12206.3951,5.00E-27,0.05975,0.0946,0.364,94.9706,0.72,-0.016972
3,12206.8479,3.54E-28,0.004184,0.0758,0.381,446.245,0.44,-0.0115
1,12207.0382,5.19E-26,0.0006134,0.0714,0.35,704.2141,0.39,-0.00968
1,12207.1575,1.13E-26,0.0002886,0.085,0.4,885.6003,0.65,-0.015418
3,12207.6285,1.47E-26,0.0559,0.0933,0.461,136.5376,0.71,-0.012445
1,12207.7515,4.83E-23,0.06656,0.0961,0.475,79.4964,0.74,-0.01359
1,12208.2632,4.42E-26,0.0001928,0.0961,0.5,142.2785,0.7,-0.019676
1,12208.4774,1.82E-26,3.95E-05,0.0946,0.4,224.8384,0.66,-0.012333
2,12208.7371,6.17E-27,0.02656,0.0838,0.466,282.0945,0.63,-0.016563
1,12209.2731,5.99E-26,0.005739,0.0711,0.4,882.8904,0.21,-0.01453
1,12209.8668,7.62E-25,0.006666,0.0952,0.57,326.6255,0.63,-0.017145
2,12210.0629,2.25E-26,0.03233,0.0681,0.299,282.307,0.7,-0.017666
2,12210.1756,6.77E-26,0.05715,0.0952,0.424,172.8829,0.75,-0.016873
1,12210.2988,6.14E-27,0.004831,0.035,0.4,1590.6903,0.11,-0.017705
1,12210.4967,8.17E-27,2.28E-05,0.0959,0.4,224.8384,0.73,-0.007862
3,12210.7006,7.20E-28,0.005578,0.0902,0.412,324.661,0.52,-0.01005
1,12210.8548,2.26E-26,9.87E-05,0.0972,0.4,142.2785,0.81,-0.010286
1,12211.3888,1.46E-26,0.0003445,0.0826,0.4,756.7249,0.55,-0.018804
1,12212.0701,1.79E-23,0.07074,0.0975,0.447,70.0908,0.73,-0.011288
3,12212.6959,2.61E-28,0.003095,0.0835,0.475,446.245,0.53,-0.016944
1,12213.0893,9.10E-26,0.002305,0.0886,0.5,503.9681,0.74,-0.017979
2,12213.5354,5.17E-26,0.0525,0.0888,0.372,210.7992,0.77,-0.017054
2,12213.6854,1.72E-26,0.06327,0.0754,0.429,325.2157,0.33,-0.018379
3,12214.185,3.72E-28,0.001608,0.1066,0.534,42.1869,0.75,-0.013372
2,12214.4279,5.55E-26,0.06767,0.0773,0.429,324.0467,0.38,-0.01711
1,12214.7954,1.27E-26,2.60E-05,0.0856,0.4,212.1564,0.77,-0.011133
1,12215.2739,4.00E-25,0.002214,0.1013,0.389,70.0908,0.72,-0.008286
1,12216.4588,2.59E-25,0.0003672,0.0966,0.497,136.7617,0.73,-0.010757
1,12216.7516,9.12E-27,0.0001211,0.0866,0.66,446.6966,0.58,-0.019054
1,12216.9698,2.52E-24,0.004594,0.1008,0.457,136.7617,0.73,-0.010772
1,12217.8024,1.67E-26,0.0001182,0.0836,0.4,508.8121,0.75,-0.014223
1,12217.8656,1.73E-26,0.002668,0.0799,0.4,1255.1669,0.67,-0.016252
1,12217.8869,2.72E-25,0.007778,0.0774,0.338,885.6003,0.57,-0.020636
3,12218.118,1.33E-26,0.0631,0.0842,0.439,224.3042,0.49,-0.01701
1,12218.2179,5.12E-25,0.008344,0.0599,0.257,744.1627,0.03,-0.029763
1,12218.3546,7.19E-26,0.0006298,0.0873,0.5,326.6255,0.55,-0.015361
1,12218.7459,1.64E-25,0.008015,0.0532,0.3,744.0637,0.03,-0.026038
1,12218.8298,2.20E-23,0.03976,0.0944,0.455,134.9016,0.68,-0.015851
3,12219.0663,2.99E-27,0.04759,0.0906,0.466,205.4818,0.62,-0.016314
2,12219.5054,3.78E-26,0.04818,0.0865,0.45,298.6201,0.52,-0.019345
3,12219.8043,4.65E-27,0.06565,0.089,0.461,221.6208,0.57,-0.014043
1,12220.3502,1.21E-25,0.0003512,0.0855,0.432,325.3479,0.69,-0.0129
1,12220.6105,2.48E-26,0.000148,0.0865,0.4,206.3014,0.68,-0.009574
1,12220.6138,1.16E-26,0.0001374,0.0761,0.4,648.9788,0.47,-0.011488
1,12221.4492,7.44E-27,0.001468,0.0814,0.4,1282.9193,0.58,-0.012913
1,12221.5715,1.51E-26,0.002357,0.0858,0.4,982.9118,0.56,-0.016725
1,12221.7152,9.02E-25,0.005812,0.1066,0.413,222.0527,0.65,-0.00848
1,12221.9597,5.41E-26,0.0009501,0.0914,0.35,503.9681,0.74,-0.018394
3,12222.1841,2.32E-28,0.00159,0.0835,0.269,299.4389,0.58,-0.010967
1,12222.4343,9.75E-27,0.001641,0.0808,0.4,1293.6342,0.45,-0.020289
1,12222.612,1.06E-26,0.0008036,0.0584,0.4,882.8904,0.18,-0.013958
1,12222.7627,1.00E-25,0.004772,0.0874,0.5,709.6082,0.52,-0.024488
1,12223.0049,1.62E-23,0.07085,0.0911,0.455,142.2785,0.63,-0.016263
1,12223.2195,2.06E-26,3.67E-05,0.0849,0.4,224.8384,0.54,-0.018616
1,12223.4627,7.43E-27,0.0001051,0.0811,0.4,383.8425,0.76,-0.015176
1,12223.8399,7.23E-24,0.03947,0.0966,0.401,136.1639,0.74,-0.01355
2,12224.426,3.56E-26,0.06795,0.0621,0.33,445.3462,0.18,-0.023621
1,12224.4813,8.05E-25,0.003579,0.0758,0.381,447.2524,0.44,-0.0115
1,12224.6817,1.39E-23,0.06218,0.0946,0.364,95.1759,0.72,-0.016972
3,12225.0934,1.25E-27,0.02917,0.0838,0.466,283.5617,0.63,-0.016563
1,12225.4882,3.57E-25,0.0009186,0.1013,0.5,300.3623,0.71,-0.018535
2,12225.6905,3.96E-27,0.003351,0.0948,0.55,172.8829,0.76,-0.016055
1,12226.1012,5.15E-23,0.07313,0.0933,0.461,136.7617,0.71,-0.012445
3,12226.3823,3.62E-27,0.02816,0.0681,0.299,283.7678,0.7,-0.017666
3,12226.4231,3.13E-26,0.1422,0.0952,0.424,173.1101,0.75,-0.016873
1,12226.4341,9.16E-26,0.001667,0.0899,0.324,383.8425,0.66,-0.019048
2,12226.5443,1.27E-26,0.0433,0.0935,0.439,274.8032,0.73,-0.013835
1,12227.1722,3.81E-26,0.0002011,0.0872,0.5,222.0527,0.61,-0.014855
1,12227.7906,1.28E-26,0.0001794,0.0875,0.4,648.9788,0.64,-0.017979
1,12227.9276,4.70E-26,0.0006147,0.1041,0.4,315.7795,0.76,-0.014443
2,12228.0209,1.90E-26,0.03589,0.0832,0.398,379.2915,0.56,-0.01956
1,12228.0651,8.55E-27,0.0007251,0.0674,0.4,882.8904,0.24,-0.019146
1,12228.2552,9.13E-27,0.01109,0.0562,0.4,1718.719,0.11,-0.0265
3,12228.6258,2.79E-28,0.005637,0.0666,0.248,584.9409,0.3,-0.018679
1,12229.5318,1.95E-24,0.005669,0.0902,0.412,325.3479,0.52,-0.01005
3,12229.7367,1.21E-26,0.06629,0.0888,0.372,211.4358,0.77,-0.017054
3,12229.8716,2.04E-28,0.002447,0.1016,0.393,94.9705,0.77,-0.015145
3,12230.0929,5.11E-27,0.1014,0.0754,0.429,325.8802,0.33,-0.018379
1,12230.3515,1.03E-26,8.58E-05,0.0884,0.4,315.7795,0.77,-0.009602
3,12230.8615,9.98E-27,0.06563,0.0773,0.429,324.661,0.38,-0.01711
1,12230.9258,6.09E-25,0.00271,0.0835,0.475,447.2524,0.53,-0.016944
1,12231.3944,3.14E-26,0.000238,0.0722,0.344,586.2436,0.44,-0.022515
2,12231.9223,5.17E-27,0.01615,0.0709,0.439,482.6435,0.55,-0.018888
1,12232.0341,9.55E-25,0.001544,0.1066,0.534,42.3717,0.75,-0.013372
2,12232.1652,1.50E-26,0.08565,0.0832,0.439,380.7024,0.74,-0.015972
2,12232.5781,8.56E-27,0.08496,0.0579,0.384,583.9864,0.04,-0.025126
1,12233.0315,3.36E-26,0.006664,0.0655,0.35,1080.3855,0.45,-0.032657
2,12233.8009,3.63E-26,0.12,0.0618,0.384,583.7778,0.04,-0.024138
1,12234.0719,4.06E-25,0.002451,0.091,0.73,382.5169,0.74,-0.018319
1,12234.29,1.22E-26,0.0003498,0.0659,0.35,885.6003,0.34,-0.016677
2,12235.4146,8.45E-27,0.04807,0.0838,0.429,414.1681,0.42,-0.019639
1,12235.9023,1.76E-26,0.001046,0.0415,0.4,1079.0797,0.05,-0.019009
3,12235.9212,7.82E-27,0.0538,0.0865,0.45,299.4389,0.52,-0.019345
2,12236.2735,1.93E-26,0.07992,0.0936,0.439,314.4594,0.8,-0.01805
1,12236.5601,4.15E-23,0.07411,0.0842,0.416,224.8384,0.49,-0.01701
1,12237.4661,9.14E-24,0.0547,0.0906,0.435,206.3014,0.62,-0.016314
1,12237.8616,9.85E-26,0.0006595,0.0695,0.35,586.2436,0.46,-0.014613
1,12238.1251,3.14E-25,0.004878,0.0698,0.441,704.2141,0.4,-0.014079
1,12238.3125,1.40E-23,0.07401,0.089,0.461,222.0527,0.57,-0.014043
1,12238.5402,1.86E-25,0.0008806,0.1015,0.45,37.1371,0.78,-0.01458
3,12238.6195,2.94E-28,0.004128,0.0893,0.494,283.7678,0.65,-0.018651
1,12239.4165,6.84E-26,0.009789,0.0647,0.35,1216.1947,0.19,-0.019611
1,12239.4399,2.12E-26,0.009102,0.0431,0.3,1216.1899,0.19,-0.013469
1,12239.9128,1.07E-25,0.002439,0.077,0.35,586.4792,0.62,-0.014364
1,12240.7168,8.96E-27,0.0001065,0.0786,0.4,648.9788,0.47,-0.013856
1,12240.8238,4.83E-25,0.006506,0.0849,0.442,704.2141,0.47,-0.014937
2,12240.8956,9.81E-27,0.06238,0.0512,0.328,740.9986,-0.07,-0.026908
3,12240.9403,7.29E-27,0.2249,0.0691,0.323,445.7192,0.19,-0.019404
3,12240.9403,7.24E-28,0.007464,0.0621,0.33,446.2449,0.18,-0.023621
1,12241.3291,9.26E-27,0.001839,0.0534,0.4,1080.3855,0.25,-0.022457
1,12241.501,2.47E-25,0.005258,0.0834,0.488,542.9058,0.61,-0.018805
1,12241.5782,9.93E-27,0.001187,0.066,0.4,1201.9216,0.41,-0.012954
1,12241.8494,4.22E-25,0.003716,0.0914,0.587,552.9114,0.62,-0.018632
3,12241.9314,1.01E-27,0.004615,0.0948,0.55,173.1101,0.76,-0.016055
3,12242.7556,2.48E-27,0.04554,0.0935,0.439,275.1305,0.73,-0.013835
1,12242.936,5.33E-26,0.0002368,0.0898,0.365,446.5107,0.77,-0.012062
1,12243.5373,3.50E-24,0.03077,0.0838,0.382,285.2193,0.63,-0.016563
1,12243.8145,7.88E-26,0.0067,0.0689,0.4,882.8904,0.3,-0.014346
1,12243.8603,9.58E-27,0.0004148,0.0753,0.4,744.0637,0.31,-0.022005
3,12243.8906,3.29E-28,0.001306,0.1057,0.367,23.7735,0.73,-0.00411
1,12244.3366,7.93E-26,0.001058,0.0751,0.4,446.6966,0.64,-0.015234
1,12244.3698,3.11E-25,0.008187,0.0679,0.5,586.4792,0.19,-0.026701
3,12244.3718,4.77E-27,0.04877,0.0832,0.398,380.8059,0.56,-0.01956
1,12244.7186,3.66E-23,0.06228,0.0952,0.424,173.3658,0.75,-0.016873
1,12244.7881,1.15E-23,0.03374,0.0681,0.299,285.4186,0.7,-0.017666
1,12244.9012,1.95E-25,0.0004007,0.0909,0.35,212.1564,0.79,-0.012985
1,12244.9598,6.07E-25,0.002346,0.0731,0.5,447.2524,0.18,-0.022984
1,12245.2792,9.15E-25,0.008021,0.0679,0.561,586.2436,0.17,-0.025226
1,12245.3361,1.11E-24,0.002865,0.0835,0.269,300.3623,0.58,-0.010967
1,12245.494,1.12E-25,0.002556,0.0742,0.4,586.4792,0.4,-0.027017
1,12245.872,8.16E-25,0.00341,0.0929,0.516,399.4575,0.68,-0.011548
3,12246.958,1.68E-27,0.05168,0.0838,0.429,415.128,0.42,-0.019639
1,12247.2149,2.67E-26,0.0003089,0.074,0.4,446.6966,0.2,-0.022727
1,12247.2394,7.53E-26,0.0008668,0.0869,0.5,416.2087,0.61,-0.021072
1,12247.3313,6.49E-25,0.004932,0.0666,0.248,586.2436,0.3,-0.018679
1,12247.473,1.20E-26,5.65E-05,0.0794,0.4,382.5169,0.69,-0.017748
1,12247.7809,6.39E-25,0.002869,0.1016,0.393,95.1759,0.77,-0.015145
1,12248.0192,2.67E-23,0.05489,0.0888,0.372,212.1564,0.77,-0.017054
1,12248.1203,4.14E-25,0.001601,0.0755,0.35,447.2524,0.47,-0.009361
3,12248.4154,2.55E-27,0.07877,0.0832,0.439,382.176,0.74,-0.015972
1,12248.5787,1.02E-23,0.07598,0.0754,0.352,326.6255,0.33,-0.018379
3,12248.6593,4.31E-28,0.022,0.0689,0.37,485.2368,0.57,-0.018403
3,12249.0881,1.12E-27,0.06034,0.0579,0.384,585.1619,0.04,-0.025126
1,12249.3895,3.07E-23,0.07577,0.0773,0.376,325.3479,0.38,-0.01711
1,12250.3311,1.66E-25,0.001712,0.0822,0.505,648.9788,0.66,-0.024171
3,12250.3422,4.02E-27,0.07189,0.0618,0.384,584.9409,0.04,-0.024138
3,12250.7543,4.55E-28,0.006407,0.0832,0.423,446.245,0.38,-0.024949
3,12251.2412,7.67E-28,0.0141,0.0928,0.439,275.1305,0.73,-0.014115
3,12251.6531,2.14E-28,0.0007944,0.1167,0.707,79.2273,0.82,-0.008235
1,12251.7379,3.54E-26,0.0002123,0.0898,0.35,206.3014,0.7,-0.010698
2,12251.9011,7.47E-27,0.03587,0.0758,0.429,604.7928,0.54,-0.017305
1,12252.1668,2.55E-26,0.004314,0.0605,0.4,1293.6342,0.26,-0.033093
2,12252.3084,2.62E-27,0.0828,0.0389,0.303,1109.802,-0.24,-0.031122
3,12252.5137,2.66E-27,0.05937,0.0936,0.439,315.0785,0.8,-0.01805
1,12252.5454,9.15E-26,0.0006141,0.0774,0.35,586.2436,0.56,-0.013488
2,12252.9864,7.99E-27,0.07324,0.0683,0.669,541.1801,0.5,-0.014917
3,12253.2413,1.50E-27,0.04602,0.0831,0.429,415.128,0.5,-0.008908
1,12253.2603,2.19E-25,0.001839,0.0904,0.574,275.497,0.72,-0.01384
3,12254.2061,2.76E-27,0.02616,0.0923,0.429,398.8794,0.68,-0.012381
1,12254.5174,2.25E-23,0.05817,0.0865,0.45,300.3623,0.52,-0.019345
1,12254.9586,1.66E-25,0.002401,0.087,0.4,744.1627,0.53,-0.021231
1,12255.2734,3.43E-26,0.0006917,0.0591,0.4,586.4792,0.05,-0.024563
1,12255.9176,3.63E-26,0.004348,0.0692,0.542,1201.9216,0.42,-0.013101
1,12256.2652,5.43E-25,0.002873,0.0893,0.494,285.4186,0.65,-0.018651
2,12256.3839,2.84E-26,0.06282,0.0923,0.429,445.1585,0.81,-0.019339
3,12256.7323,7.60E-28,0.07844,0.0494,0.257,742.3986,-0.08,-0.02746
1,12256.781,1.33E-25,0.001925,0.0608,0.778,744.1627,0.26,-0.024694
3,12257.37,2.03E-27,0.06975,0.0512,0.328,742.4908,-0.07,-0.026908
1,12257.4526,1.02E-25,0.004426,0.0642,0.359,744.0637,0.2,-0.027233
